id	description	37C_B1_G1	37C_B1_G2	37C_B1_S	37C_B2_G1	37C_B2_G2	37C_B2_S	37C_B3_G1	37C_B3_G2	37C_B3_S	47C_B1_G1	47C_B1_G2	47C_B1_S	47C_B2_G1	47C_B2_G2	47C_B2_S	47C_B3_G1	47C_B3_G2	47C_B3_S	50C_B1_G1	50C_B1_G2	50C_B1_S	50C_B2_G1	50C_B2_G2	50C_B2_S	50C_B3_G1	50C_B3_G2	50C_B3_S	52C_B1_G1	52C_B1_G2	52C_B1_S	52C_B2_G1	52C_B2_G2	52C_B2_S	52C_B3_G1	52C_B3_G2	52C_B3_S	54C_B1_G1	54C_B1_G2	54C_B1_S	54C_B2_G1	54C_B2_G2	54C_B2_S	54C_B3_G1	54C_B3_G2	54C_B3_S	57C_B1_G1	57C_B1_G2	57C_B1_S	57C_B2_G1	57C_B2_G2	57C_B2_S	57C_B3_G1	57C_B3_G2	57C_B3_S	sumUniPeps	sumPSMs	countNum
A0AVT1	Ubiquitin-like modifier-activating enzyme 6 OS=Homo sapiens OX=9606 GN=UBA6 PE=1 SV=1	0	-0.04864680989716064	-0.06740324979332435	0	-0.028953299019322642	-0.03717110626264919	0	-0.012346227023163792	0.020259340775503176	0	-0.06083141503970069	-0.046805270536118826	0	-0.07599176716364298	-0.14985580795295306	0	0.026947128252722052	-0.026205632683765856	0	-0.1453652950238684	0.12093628902086451	0	-0.06194291139036778	0.2832777200762795	0	-0.08356636641767246	0.33473343016248336	0	-0.2667936272556801	0.4471932434609691	0	0.0037247126881645443	0.9149873935079995	0	0.1306364470921615	1.1173993220711207	0	-0.06444457337784115	0.4629686074992847	0	0.03610892089081119	0.543749520067422	0	0.13621295226519337	0.7095783213419935	0	-0.10402628175585704	0.3684898078840195	0	0.051212626240090486	0.6182453874019007	0	0.1954077677933359	0.8633696836021443	24.5	45	22
A0MZ66	Shootin-1 OS=Homo sapiens OX=9606 GN=SHTN1 PE=1 SV=4	0	-0.03324811222378621	-0.016782772732527818	0	-0.040104358162132314	-0.13245525973206007	0	-0.042014185755130384	-0.12132430436343888	0	-0.16335575372785982	0.02557974495405091	0	-0.03800015431330195	0.0861417755775129	0	0.038942290684151004	0.07964337705394797	0	-0.13354989471397616	0.02524944992927125	0	-0.10642453369254845	0.0667341962393202	0	0.035101679160527866	0.11691479803811511	0	-0.20813952959058035	0.03874550285524414	0	0.027920461065141566	0.1358931704757147	0	0.04078340547150461	0.2562830660766373	0	-0.19608885927740616	-0.02452349735657222	0	-0.09103319579679336	0.1252986822713389	0	2.633581376976224e-4	0.14156489987171028	0	-0.18350666066738164	-0.09520386719529483	0	-0.056257668532042615	0.09487117574813375	0	-0.09510859844603736	0.08666424107967252	15	20.5	13.5
A1L0T0	2-hydroxyacyl-CoA lyase 2 OS=Homo sapiens OX=9606 GN=ILVBL PE=1 SV=2	0	-0.1900079122424554	0.21693902040350466	0	0.018489944619677345	0.4084242650530747	0	-0.03615630734572939	0.42645084312788484	0	-0.30887487253864343	0.5082263711106094	0	-0.1713849617305172	0.8940535961129452	0	0.1881124453384757	1.0964143216494016	0	-0.4510692174258537	0.8870392926800941	0	-0.22416727547445703	1.3366788042946336	0	-0.0202483623591867	1.5983747078199526	0	-0.08381051572942866	0.43769157726507935	0	-0.13861011515998278	0.7171114460172117	0	-0.10364094813882829	0.6763515379211	0	-0.21841053983968095	0.40823398862569604	0	-0.009461254458744683	0.8526356033787854	0	-0.2380000829267077	0.8302727729304422	0	0.09419271703342247	0.017501064683484557	0	-0.2394297769177518	-0.057399378131471224	0	-0.07489191384558325	0.18573514984410888	4	4.5	3.5
A3KN83	Protein strawberry notch homolog 1 OS=Homo sapiens OX=9606 GN=SBNO1 PE=1 SV=1	0	0.10504964544542972	0.0013788822763789454	0	0.02073454387335616	-0.01219507315989432	0	0.08092244343172439	-0.05223645697889978	0	0.21334046535112705	0.03626423234309328	0	0.04100042910395274	-0.21639768834054962	0	0.1053673674880038	-0.10557581626082779	0	0.18071211598708103	0.12473806111590058	0	0.18977905274293505	-0.024165968574481056	0	0.171913170875035	-0.1565152391929825	0	0.06447479101127129	0.0961458625695446	0	0.09588958239324619	0.10587878533683792	0	0.18599400785280906	0.26756917336348884	0	0.11259492513437586	0.16792337455034456	0	0.1603046604229501	0.30720171809747665	0	-0.013276421879115041	0.35174722325308405	0	0.10086812780706733	0.18249896696401624	0	0.21605410666292624	0.2598368163330793	0	0.17376284740503856	0.514466716102385	18.5	27	17
A4D1E9	GTP-binding protein 10 OS=Homo sapiens OX=9606 GN=GTPBP10 PE=1 SV=1	0	-0.09310231300862348	0.1881020892931886	0	0.02621763682889444	0.2298666812195016	0	0.0195721219681797	0.25806574732014553	0	0.08254293535498292	0.5596914583123258	0	0.1936868134810883	0.514902895195581	0	-0.06962056370923264	0.5940400882824513	0	0.12286163227080849	-0.14806113441533597	0	-0.25744935034199656	-0.2948313791518089	0	0.25593848079278025	-0.16377445790263323	0	-0.02951838187256861	0.09500203010893493	0	0.1884670809958635	0.09556465968939065	0	0.018076145851773973	-0.26558449043342236	0	-0.03428259531156819	0.009339979522766662	0	-0.2128478053596794	-0.07023052895751292	0	-0.06915072564269842	-0.046898772054792204	0	0.12284816739135707	-0.20821338996600236	0	-0.014001231328057528	-0.2394816865086824	0	-0.002167955867853344	-0.08376214052892639	2.5	2.5	2.5
A4D1P6	WD repeat-containing protein 91 OS=Homo sapiens OX=9606 GN=WDR91 PE=1 SV=2	0	-0.0856493952292503	0.04832281393004756	0	-0.02233598890415678	0.021623651685683143	0	-0.031282926174981185	0.032782631169684606	0	-0.16117821398401233	0.22908595445817426	0	0.09348310276756422	0.4886720427025075	0	0.1504224957298348	0.5382315084798002	0	-0.03543120100371411	0.10079895110062509	0	-0.05123051221571551	0.16434972213464505	0	0.2541427224129986	0.2464707659242471	0	-0.0034115235034288816	0.04857961427315338	0	0.2214206346662264	0.11647559421848097	0	-0.10070491010517202	-0.00884381833627046	0	-0.07301917086575216	0.057620813143362426	0	-0.09376286773268205	-0.2100146942308676	0	-0.062133927349282914	-0.02365165833074201	0	0.0021491190809310723	-0.23318408324862983	0	0.06759202440036916	-0.19606809544445714	0	0.08467516857967006	-0.02186287031793377	6.5	7.5	6
A5YKK6	CCR4-NOT transcription complex subunit 1 OS=Homo sapiens OX=9606 GN=CNOT1 PE=1 SV=2	0	-0.012595955315473972	0.050705363226761335	0	0.007327185149106796	0.03836306170633108	0	0.031587797905086035	0.07061118342481443	0	-0.01470809748710522	0.13007319864955136	0	-0.0405365500021837	0.10345484638858338	0	-0.006294952398139486	0.04659752986393784	0	-0.05467368845562781	0.19395643025417897	0	0.0827808399570138	0.16167304773585833	0	0.12284503173855121	0.20921386081660032	0	0.1711618195870468	0.14905083544872966	0	0.11548655288437182	0.31998824538291615	0	0.15334417087728092	0.5021608514817526	0	0.0193299009089678	0.13209700159602278	0	0.14576410066222678	0.07938063077553537	0	0.12729111848491215	0.412968050598046	0	-0.09211882905836433	0.10728165049693672	0	0.01181532099089111	0.09359687907688397	0	0.050520154315062626	0.4518810895711969	33.5	42.5	27.5
A6NED2	RCC1 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RCCD1 PE=1 SV=1	0	0.035270457864639226	-0.03444567435731649	0	0.013642183710146583	-0.07409002085924499	0	0.005184782507665631	-0.0908951358879726	0	0.42962638338983794	-0.11404834509996853	0	-0.1756568620209631	-0.6310453106288758	0	-0.058495531043424975	-0.506534120548757	0	-0.02869127911167979	-0.2786854974771611	0	0.09543384193182902	-0.14606939150415954	0	-0.0775265425626479	-0.18215511731534129	0	0.19597082683247713	0.012868515996505181	0	0.1006907279591811	-0.10426736066002995	0	-0.02572294082781923	-0.3069833267215021	0	0.08169265366954903	-0.036150341603580216	0	-0.09839881930748717	-0.11515016553567037	0	-0.09869560440496983	-0.2266638182037113	0	-0.10623571991545866	0.12127102044133942	0	0.055376426999565354	0.07666362863385778	0	-0.08442846027096351	0.4694819346707302	4.5	4.5	3.5
A6NHX0	Cytosolic arginine sensor for mTORC1 subunit 2 OS=Homo sapiens OX=9606 GN=CASTOR2 PE=1 SV=3	0	0.058118219496089196	-0.030943793981707657	0	0.020882934861587543	-0.08497087187141972	0	0.010184702650217758	-0.07814455838578382	0	-0.06034403418837897	-0.3676970106507227	0	-0.07298977214680136	-0.8524025136592517	0	0.10560329688021675	-0.4293821757532399	0	0.23561044289650113	-0.21117919915732486	0	0.03830151647892066	-0.4983555171508396	0	0.1431425049071997	-0.17602274593229694	0	-0.025715166040606974	-0.30792527641566814	0	0.17649934297596026	-0.17407354743335368	0	-0.09723542475078162	-0.5144440863724355	0	-0.0860585205167439	-0.3861792256100909	0	0.018432549549974198	-0.36847942063152406	0	0.031214623967061428	-0.6360226355849781	0	0.25557480694133083	-0.07610351767632473	0	0.029283760402125658	-0.45709307035634694	0	0.20381356479040225	-0.5190586321381057	2.5	5.5	2.5
A6NIH7	Protein unc-119 homolog B OS=Homo sapiens OX=9606 GN=UNC119B PE=1 SV=1	0	0.044341993696411564	-0.016842829437276663	0	0.00853305416428718	-0.09361356745283622	0	0.013079435524694816	-0.07801501465561778	0	0.19070518586223617	0.20067451247285195	0	0.10379190770449043	-0.01665958699739889	0	-0.018011893016058877	0.030375214893581415	0	0.024899879334977726	-0.07451748720002449	0	0.10856880533765434	-0.1393165345438696	0	0.16551306287427536	-0.1690994748620458	0	-0.02860570110697669	-0.07043053549627754	0	-0.12717316668917356	-0.35885412679089246	0	0.027355526566855026	0.010992498553941132	0	-0.11271914433311725	-0.21881476618696016	0	0.07676751136034099	-0.362214900622738	0	0.09688836845096915	-0.09743762886965435	0	0.45645531156953556	-0.022948052305425293	0	0.3142466815773828	-0.041566634777017164	0	-0.09453162882604182	-0.26218425062500295	2	2	2
