id	description	37C_B1_G1	37C_B1_G2	37C_B1_S	37C_B2_G1	37C_B2_G2	37C_B2_S	37C_B3_G1	37C_B3_G2	37C_B3_S	47C_B1_G1	47C_B1_G2	47C_B1_S	47C_B2_G1	47C_B2_G2	47C_B2_S	47C_B3_G1	47C_B3_G2	47C_B3_S	50C_B1_G1	50C_B1_G2	50C_B1_S	50C_B2_G1	50C_B2_G2	50C_B2_S	50C_B3_G1	50C_B3_G2	50C_B3_S	52C_B1_G1	52C_B1_G2	52C_B1_S	52C_B2_G1	52C_B2_G2	52C_B2_S	52C_B3_G1	52C_B3_G2	52C_B3_S	54C_B1_G1	54C_B1_G2	54C_B1_S	54C_B2_G1	54C_B2_G2	54C_B2_S	54C_B3_G1	54C_B3_G2	54C_B3_S	57C_B1_G1	57C_B1_G2	57C_B1_S	57C_B2_G1	57C_B2_G2	57C_B2_S	57C_B3_G1	57C_B3_G2	57C_B3_S	sumUniPeps	sumPSMs	countNum
A0AVT1	Ubiquitin-like modifier-activating enzyme 6 OS=Homo sapiens OX=9606 GN=UBA6 PE=1 SV=1	11.864842886006517	11.816196076109357	11.797439636213193	11.843835363529463	11.81488206451014	11.806664257266814	11.75271863711774	11.740372410094576	11.772977977893243	11.717518407732694	11.656686992692993	11.670713137196575	11.784820662657987	11.708828895494344	11.634964854705034	11.624941255575395	11.651888383828117	11.59873562289163	11.256222562219468	11.1108572671956	11.377158851240333	11.191134989528324	11.129192078137956	11.474412709604604	11.10524073721038	11.021674370792708	11.439974167372863	10.129519647033494	9.862726019777813	10.576712890494463	9.855370961176046	9.85909567386421	10.770358354684046	9.750399799367374	9.881036246459535	10.867799121438495	9.00306736439141	8.938622791013568	9.466035971890694	8.988218226834361	9.024327147725172	9.531967746901783	9.00011241025731	9.136325362522504	9.709690731599304	8.48985790679283	8.385831625036973	8.85834771467685	8.296941915817525	8.348154542057616	8.915187303219426	8.28856435396607	8.483972121759406	9.151934037568214	24.5	45	22
A0MZ66	Shootin-1 OS=Homo sapiens OX=9606 GN=SHTN1 PE=1 SV=4	10.429072961187696	10.39582484896391	10.412290188455168	10.482083645545796	10.441979287383663	10.349628385813736	10.501180906924256	10.459166721169126	10.379856602560817	10.022550805644297	9.859195051916437	10.048130550598348	10.03807322639799	10.000073072084689	10.124215001975504	9.971890359551196	10.010832650235347	10.051533736605144	10.697625853280243	10.564075958566267	10.722875303209515	10.676911372326861	10.570486838634313	10.743645568566182	10.594002919656832	10.62910459881736	10.710917717694947	9.583476684852508	9.375337155261928	9.622222187707752	9.523678724173596	9.551599185238738	9.65957189464931	9.516829786673322	9.557613192144826	9.773112852749959	9.365570244764584	9.169481385487178	9.341046747408011	9.159883147064651	9.068849951267858	9.28518182933599	9.136643880785531	9.136907238923229	9.278208780657241	9.410950816148663	9.227444155481281	9.315746948953368	9.282814403404064	9.226556734872021	9.377685579152198	9.287853420034802	9.192744821588764	9.374517661114474	15	20.5	13.5
A1L0T0	2-hydroxyacyl-CoA lyase 2 OS=Homo sapiens OX=9606 GN=ILVBL PE=1 SV=2	9.130696076825844	8.940688164583388	9.347635097229348	8.890229929781006	8.908719874400683	9.29865419483408	8.907293314589486	8.871137007243757	9.333744157717371	6.711240779599571	6.402365907060927	7.21946715071018	6.532058741199823	6.360673779469306	7.426112337312769	6.386427600360053	6.574540045698528	7.482841922009454	7.655094852255687	7.204025634829834	8.542134144935781	7.4268548748371295	7.2026875993626724	8.763533679131763	7.238947165392433	7.218698803033246	8.837321873212385	6.7160964526545035	6.632285936925075	7.153788029919583	6.709240879934471	6.570630764774489	7.426352325951683	6.617730440210333	6.514089492071505	7.294081978131433	7.548382042498298	7.329971502658617	7.956616031123994	7.395096928755701	7.385635674296957	8.247732532134487	7.516156578834636	7.278156495907928	8.346429351765078	6.75000146547374	6.844194182507162	6.767502530157224	6.86826700694032	6.628837230022568	6.8108676288088486	6.774582173257536	6.699690259411953	6.960317323101645	4	4.5	3.5
A3KN83	Protein strawberry notch homolog 1 OS=Homo sapiens OX=9606 GN=SBNO1 PE=1 SV=1	10.706290517393729	10.811340162839159	10.707669399670108	10.734033490139067	10.754768034012423	10.721838416979173	10.691500459441484	10.772422902873208	10.639264002462584	10.595389380575064	10.808729845926191	10.631653612918157	10.761019188198558	10.802019617302511	10.544621499858009	10.649149188611252	10.754516556099256	10.543573372350425	10.876861213830457	11.057573329817538	11.001599274946358	10.895474550323177	11.085253603066112	10.871308581748696	10.930460237572984	11.102373408448019	10.773944998380001	9.050055813301766	9.114530604313037	9.14620167587131	9.094532881345913	9.190422463739159	9.20041166668275	9.102022698993933	9.288016706846742	9.369591872357422	7.279214706578635	7.391809631713011	7.44713808112898	7.12879182659795	7.2890964870209	7.435993544695426	7.184853987001195	7.17157756512208	7.536601210254279	7.202663684767317	7.303531812574384	7.385162651731333	7.177312875063573	7.3933669817264995	7.437149691396653	7.106438889858087	7.280201737263125	7.620905605960472	18.5	27	17
A4D1E9	GTP-binding protein 10 OS=Homo sapiens OX=9606 GN=GTPBP10 PE=1 SV=1	9.598784384857662	9.505682071849039	9.786886474150851	9.518450630197206	9.5446682670261	9.748317311416708	9.510382010404346	9.529954132372525	9.768447757724491	6.033696640762512	6.116239576117495	6.593388099074838	6.082309286205914	6.275996099687002	6.597212181401495	6.170098644306433	6.100478080597201	6.764138732588885	7.11360349742615	7.236465129696959	6.965542363010814	7.214393131362101	6.9569437810201045	6.919561752210292	7.132750502254445	7.388688983047225	6.968976044351812	6.682934153735796	6.653415771863227	6.777936183844731	6.677489208867083	6.865956289862947	6.773053868556474	6.7483209495867	6.766397095438474	6.482736459153277	6.90959536093132	6.875312765619752	6.9189353404540865	6.913884507398595	6.701036702038915	6.843653978441082	6.773399714161019	6.70424898851832	6.7265009421062265	4.933317055269126	5.056165222660483	4.7251036653031235	5.034519892924229	5.020518661596172	4.795038206415547	5.011138272137789	5.008970316269935	4.927376131608862	2.5	2.5	2.5
A4D1P6	WD repeat-containing protein 91 OS=Homo sapiens OX=9606 GN=WDR91 PE=1 SV=2	9.72292854956033	9.637279154331079	9.771251363490377	9.715775867785808	9.693439878881652	9.737399519471492	9.67629509100801	9.645012164833028	9.709077722177694	8.167119325148382	8.00594111116437	8.396205279606557	8.027275921693967	8.120759024461531	8.515947964396474	8.024710619638954	8.175133115368789	8.562942128118754	7.342896718161636	7.3074655171579215	7.443695669262261	7.3359349391959325	7.284704426980217	7.500284661330578	7.237643810316763	7.491786532729762	7.48411457624101	8.016273804792903	8.012862281289474	8.064853419066056	7.933453408811032	8.154874043477259	8.049929003029513	8.091301860012345	7.990596949907173	8.082458041676075	8.286239882852092	8.21322071198634	8.343860695995454	8.308700546086161	8.214937678353479	8.098685851855294	8.207289614285985	8.145155686936702	8.183637955955243	7.68371133385195	7.685860452932881	7.45052725060332	7.662855285495708	7.7304473098960775	7.466787190051251	7.594074784595129	7.678749953174799	7.5722119142771955	6.5	7.5	6
A5YKK6	CCR4-NOT transcription complex subunit 1 OS=Homo sapiens OX=9606 GN=CNOT1 PE=1 SV=2	11.28414838211424	11.271552426798767	11.334853745341002	11.270303302253883	11.27763048740299	11.308666363960214	11.15768176514562	11.189269563050706	11.228292948570434	10.814451376524927	10.799743279037822	10.944524575174478	10.81766841708652	10.777131867084336	10.921123263475103	10.768609226018691	10.762314273620552	10.81520675588263	10.759354826636976	10.704681138181348	10.953311256891155	10.706029124749751	10.788809964706765	10.86770217248561	10.681660697820082	10.804505729558633	10.890874558636682	9.630371462189776	9.801533281776823	9.779422297638506	9.543804865589255	9.659291418473627	9.863793110972171	9.546555605222899	9.69989977610018	10.048716456704652	9.177424622500505	9.196754523409473	9.309521624096528	9.21293890857353	9.358703009235757	9.292319539349066	9.054768675879204	9.182059794364116	9.46773672647725	8.324548113952833	8.232429284894469	8.43182976444977	8.326375988714346	8.338191309705238	8.41997286779123	8.316634061556922	8.367154215871984	8.768515151128119	33.5	42.5	27.5
A6NED2	RCC1 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RCCD1 PE=1 SV=1	8.622415129585987	8.657685587450626	8.58796945522867	8.64623737481103	8.659879558521176	8.572147353951785	8.567666512390726	8.572851294898392	8.476771376502754	4.707216899453164	5.136843282843002	4.593168554353196	5.233809389017066	5.0581525269961025	4.60276407838819	5.369054279320493	5.310558748277068	4.862520158771736	8.49801062619739	8.46931934708571	8.219325128720229	8.421462487628522	8.516896329560351	8.275393096124363	8.479590045056007	8.402063502493359	8.297434927740666	8.737529320861372	8.933500147693849	8.750397836857877	8.697198302209651	8.797889030168832	8.592930941549621	8.7703803887868	8.74465744795898	8.463397062065297	8.32460512974776	8.406297783417308	8.288454788144179	8.398354853034373	8.299956033726886	8.283204687498703	8.300924039258312	8.202228434853343	8.074260221054601	6.487304275004531	6.3810685550890724	6.6085752954458705	6.407123681453247	6.462500108452812	6.483787310087105	6.376758409783838	6.292329949512874	6.846240344454568	4.5	4.5	3.5
A6NHX0	Cytosolic arginine sensor for mTORC1 subunit 2 OS=Homo sapiens OX=9606 GN=CASTOR2 PE=1 SV=3	8.666045809857959	8.724164029354048	8.635102015876251	8.641065224691033	8.66194815955262	8.556094352819613	8.712697000215675	8.722881702865893	8.634552441829891	5.57643711828608	5.516093084097701	5.208740107635357	5.735570544359361	5.66258077221256	4.8831680307001095	5.711292351864142	5.816895648744358	5.281910176110902	7.570777147279096	7.806387590175597	7.359597948121771	7.803258919830382	7.841560436309303	7.3049034026795425	7.6901778246967085	7.833320329603908	7.514155078764412	7.27708172641811	7.251366560377503	6.969156450002441	7.182130620607358	7.3586299635833186	7.008057073174005	7.246488126756465	7.1492527020056835	6.73204404038403	7.599715041712014	7.51365652119527	7.213535816101923	7.517940447914153	7.536372997464127	7.149461027282629	7.539829601650055	7.571044225617117	6.903806966065077	6.424960744004018	6.680535550945349	6.348857226327693	6.6424259415140865	6.671709701916212	6.1853328711577396	6.5323691126471815	6.736182677437584	6.013310480509076	2.5	5.5	2.5
A6NIH7	Protein unc-119 homolog B OS=Homo sapiens OX=9606 GN=UNC119B PE=1 SV=1	8.884594453091527	8.928936446787938	8.86775162365425	8.918150555091819	8.926683609256106	8.824536987638982	8.909171319650198	8.922250755174893	8.83115630499458	7.901034875718508	8.091740061580744	8.10170938819136	8.061637845793092	8.165429753497582	8.044978258795693	8.037860172505036	8.019848279488977	8.068235387398618	7.036678184086247	7.061578063421225	6.962160696886222	7.008811281090303	7.117380086427957	6.869494746546433	7.024810395514804	7.190323458389079	6.855710920652758	6.025540352215415	5.996934651108439	5.955109816719138	6.22224406106921	6.0950708943800365	5.863389934278318	6.0297002279732395	6.0570557545400945	6.040692726527181	6.163282581600969	6.050563437267852	5.944467815414009	6.152573431714602	6.229340943074943	5.790358531091864	6.0947287416132525	6.191617110064222	5.997291112743598	5.531995097859759	5.988450409429294	5.5090470455543334	5.479604678013304	5.793851359590687	5.438038043236287	5.69594607093591	5.601414442109868	5.433761820310907	2	2	2
